word,1,2,3,4,5,6,7
самом,0.0,0.0,0.0,0.0,0.0,7.0,0.0
материальная,0.0,0.0,0.0,7.0,0.0,0.0,0.0
решить,0.0,0.0,0.0,0.0,7.0,0.0,0.0
пoмoчь,0.0,0.0,7.0,0.0,0.0,0.0,0.0
результаты,0.0,7.0,0.0,0.0,0.0,0.0,0.0
регистрация,0.0,0.0,7.0,0.0,0.0,0.0,0.0
предметам,0.0,7.0,0.0,0.0,0.0,0.0,0.0
москвы,0.0,0.0,0.0,0.0,7.0,0.0,0.0
очнозаочников,0.0,0.0,0.0,0.0,7.0,0.0,0.0
платки,0.0,7.0,0.0,0.0,0.0,0.0,0.0
следующий,0.0,0.0,0.0,7.0,0.0,0.0,0.0
нормально,0.0,0.0,0.0,7.0,0.0,0.0,0.0
проходил,0.0,0.0,0.0,0.0,0.0,7.0,0.0
исит,0.0,7.0,0.0,0.0,0.0,0.0,0.0
ничего,0.0,0.0,0.0,0.0,0.0,0.0,7.0
приходить,0.0,0.0,0.0,0.0,0.0,0.0,7.0
плохо,0.0,0.0,0.0,7.0,0.0,0.0,0.0
новый,0.0,0.0,0.0,0.0,0.0,7.0,0.0
информатики,0.0,0.0,0.0,0.0,0.0,0.0,7.0
сопромат,0.0,0.0,0.0,0.0,0.0,0.0,7.0
сооружений,0.0,0.0,0.0,7.0,0.0,0.0,0.0
причины,0.0,0.0,7.0,0.0,0.0,0.0,0.0
институте,7.0,0.0,0.0,0.0,0.0,0.0,0.0
снилс,0.0,0.0,0.0,0.0,0.0,0.0,7.0
никак,0.0,0.0,0.0,0.0,7.0,0.0,0.0
поздняков,0.0,0.0,0.0,0.0,0.0,0.0,7.0
оплачивать,0.0,0.0,0.0,0.0,6.0,0.0,0.0
провести,0.0,0.0,0.0,0.0,0.0,6.0,0.0
преподов,0.0,0.0,0.0,0.0,0.0,0.0,6.0
очки,0.0,0.0,0.0,0.0,0.0,6.0,0.0
физра,0.0,0.0,0.0,0.0,6.0,0.0,0.0
форму,0.0,6.0,0.0,0.0,0.0,0.0,0.0
весь,0.0,6.0,0.0,0.0,0.0,0.0,0.0
вероятность,6.0,0.0,0.0,0.0,0.0,0.0,0.0
вопросом,0.0,6.0,0.0,0.0,0.0,0.0,0.0
отделения,0.0,0.0,0.0,0.0,0.0,0.0,6.0
вкр,0.0,0.0,6.0,0.0,0.0,0.0,0.0
вместо,0.0,0.0,0.0,0.0,0.0,6.0,0.0
внимание,0.0,0.0,0.0,0.0,0.0,0.0,6.0
приходит,0.0,0.0,0.0,0.0,0.0,6.0,0.0
форма,6.0,0.0,0.0,0.0,0.0,0.0,0.0
отдел,0.0,0.0,0.0,0.0,0.0,0.0,6.0
приказы,0.0,6.0,0.0,0.0,0.0,0.0,0.0
преподаватель,0.0,0.0,0.0,0.0,0.0,6.0,0.0
возможностях,0.0,0.0,0.0,0.0,0.0,0.0,6.0
вовремя,0.0,0.0,0.0,0.0,6.0,0.0,0.0
бюджета,0.0,0.0,0.0,0.0,6.0,0.0,0.0
стало,0.0,6.0,0.0,0.0,0.0,0.0,0.0
часов,0.0,0.0,0.0,0.0,0.0,0.0,6.0
music,0.0,0.0,0.0,0.0,0.0,0.0,6.0
платного,0.0,0.0,0.0,0.0,6.0,0.0,0.0
электрозаводской,0.0,0.0,0.0,0.0,0.0,0.0,6.0
поступает,6.0,0.0,0.0,0.0,0.0,0.0,0.0
посоветуете,0.0,0.0,6.0,0.0,0.0,0.0,0.0
посвят,6.0,0.0,0.0,0.0,0.0,0.0,0.0
ав,0.0,0.0,0.0,0.0,6.0,0.0,0.0
подал,0.0,6.0,0.0,0.0,0.0,0.0,0.0
очнозаочного,0.0,0.0,0.0,0.0,0.0,0.0,6.0
попал,0.0,6.0,0.0,0.0,0.0,0.0,0.0
понять,0.0,0.0,0.0,0.0,0.0,6.0,0.0
понимаю,0.0,0.0,0.0,0.0,0.0,6.0,0.0
подписку,0.0,0.0,0.0,0.0,0.0,0.0,6.0
подъезд,0.0,0.0,0.0,0.0,0.0,0.0,6.0
позже,0.0,0.0,0.0,0.0,6.0,0.0,0.0
платников,0.0,0.0,0.0,0.0,0.0,0.0,6.0
автозаводе,0.0,0.0,0.0,0.0,0.0,0.0,6.0
адресу,0.0,0.0,0.0,0.0,0.0,0.0,6.0
платить,0.0,0.0,0.0,0.0,0.0,6.0,0.0
английского,0.0,0.0,0.0,0.0,6.0,0.0,0.0
аспирантуру,0.0,6.0,0.0,0.0,0.0,0.0,0.0
аттракционов,0.0,0.0,6.0,0.0,0.0,0.0,0.0
печати,0.0,0.0,0.0,0.0,0.0,0.0,6.0
период,0.0,0.0,0.0,0.0,6.0,0.0,0.0
переселиться,0.0,0.0,6.0,0.0,0.0,0.0,0.0
потому,0.0,6.0,0.0,0.0,0.0,0.0,0.0
бассейн,0.0,0.0,0.0,0.0,0.0,6.0,0.0
беседу,0.0,6.0,0.0,0.0,0.0,0.0,0.0
парке,0.0,0.0,6.0,0.0,0.0,0.0,0.0
болезни,0.0,0.0,0.0,0.0,0.0,6.0,0.0
человека,0.0,0.0,6.0,0.0,0.0,0.0,0.0
пo,0.0,0.0,6.0,0.0,0.0,0.0,0.0
бжд,0.0,0.0,6.0,0.0,0.0,0.0,0.0
границей,0.0,0.0,0.0,0.0,0.0,0.0,6.0
программу,0.0,0.0,6.0,0.0,0.0,0.0,0.0
секцию,0.0,0.0,0.0,0.0,0.0,6.0,0.0
заочно,6.0,0.0,0.0,0.0,0.0,0.0,0.0
заочники,0.0,6.0,0.0,0.0,0.0,0.0,0.0
татьяна,0.0,0.0,0.0,0.0,0.0,0.0,6.0
карта,0.0,0.0,0.0,0.0,0.0,0.0,6.0
заниматься,0.0,0.0,0.0,0.0,0.0,6.0,0.0
ситуации,0.0,0.0,0.0,0.0,6.0,0.0,0.0
лк,0.0,6.0,0.0,0.0,0.0,0.0,0.0
одолжить,0.0,0.0,0.0,0.0,0.0,0.0,6.0
сдачи,0.0,0.0,6.0,0.0,0.0,0.0,0.0
марта,0.0,0.0,0.0,0.0,0.0,0.0,6.0
течение,6.0,0.0,0.0,0.0,0.0,0.0,0.0
свои,0.0,0.0,0.0,0.0,0.0,6.0,0.0
желанию,0.0,0.0,0.0,0.0,0.0,6.0,0.0
ждать,0.0,6.0,0.0,0.0,0.0,0.0,0.0
записаться,0.0,0.0,0.0,0.0,0.0,0.0,6.0
заплатить,0.0,0.0,0.0,0.0,0.0,0.0,6.0
получается,0.0,0.0,6.0,0.0,0.0,0.0,0.0
собственному,0.0,0.0,0.0,0.0,0.0,6.0,0.0
кампусной,0.0,0.0,0.0,0.0,0.0,0.0,6.0
сопромату,0.0,0.0,0.0,0.0,0.0,0.0,6.0
студенту,0.0,0.0,0.0,0.0,6.0,0.0,0.0
студентом,0.0,0.0,6.0,0.0,0.0,0.0,0.0
й,0.0,0.0,0.0,0.0,0.0,6.0,0.0
ищу,0.0,0.0,0.0,0.0,6.0,0.0,0.0
спокойно,0.0,6.0,0.0,0.0,0.0,0.0,0.0
информационная,0.0,0.0,6.0,0.0,0.0,0.0,0.0
строго,0.0,0.0,0.0,0.0,6.0,0.0,0.0
изучать,0.0,0.0,0.0,0.0,0.0,0.0,6.0
института,0.0,0.0,6.0,0.0,0.0,0.0,0.0
имея,0.0,6.0,0.0,0.0,0.0,0.0,0.0
имя,0.0,0.0,0.0,0.0,0.0,0.0,6.0
ему,0.0,0.0,0.0,0.0,0.0,0.0,6.0
самые,0.0,0.0,0.0,0.0,0.0,6.0,0.0
математики,0.0,6.0,0.0,0.0,0.0,0.0,0.0
граф,0.0,6.0,0.0,0.0,0.0,0.0,0.0
работе,0.0,6.0,0.0,0.0,0.0,0.0,0.0
насчт,0.0,0.0,6.0,0.0,0.0,0.0,0.0
работ,0.0,6.0,0.0,0.0,0.0,0.0,0.0
прянишникова,0.0,0.0,0.0,0.0,0.0,0.0,6.0
графика,6.0,0.0,0.0,0.0,0.0,0.0,0.0
прохожу,0.0,0.0,0.0,0.0,0.0,6.0,0.0
стать,0.0,0.0,0.0,0.0,6.0,0.0,0.0
дорогие,0.0,6.0,0.0,0.0,0.0,0.0,0.0
госы,0.0,0.0,6.0,0.0,0.0,0.0,0.0
говорят,0.0,0.0,0.0,0.0,0.0,0.0,6.0
гдето,0.0,0.0,6.0,0.0,0.0,0.0,0.0
николай,0.0,0.0,0.0,0.0,0.0,0.0,6.0
проектной,0.0,0.0,0.0,0.0,0.0,0.0,6.0
проектирование,0.0,0.0,6.0,0.0,0.0,0.0,0.0
нами,0.0,0.0,0.0,0.0,0.0,0.0,6.0
даже,0.0,0.0,0.0,0.0,0.0,0.0,6.0
наземные,0.0,0.0,0.0,0.0,0.0,6.0,0.0
набор,0.0,6.0,0.0,0.0,0.0,0.0,0.0
должны,0.0,0.0,0.0,0.0,0.0,0.0,6.0
мероприятие,0.0,0.0,6.0,0.0,0.0,0.0,0.0
метро,0.0,0.0,0.0,0.0,0.0,6.0,0.0
долг,0.0,0.0,0.0,0.0,0.0,6.0,0.0
доки,0.0,0.0,0.0,0.0,0.0,6.0,0.0
дни,0.0,0.0,0.0,0.0,0.0,0.0,6.0
млта,0.0,6.0,0.0,0.0,0.0,0.0,0.0
рассматривают,0.0,6.0,0.0,0.0,0.0,0.0,0.0
делал,0.0,0.0,6.0,0.0,0.0,0.0,0.0
московского,0.0,6.0,0.0,0.0,0.0,0.0,0.0
мпу,0.0,6.0,0.0,0.0,0.0,0.0,0.0
набебина,0.0,6.0,0.0,0.0,0.0,0.0,0.0
разницы,6.0,0.0,0.0,0.0,0.0,0.0,0.0
apple,0.0,0.0,0.0,0.0,0.0,0.0,6.0
теории,0.0,5.0,0.0,0.0,0.0,0.0,0.0
word,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,15612.0,15225.0,15252.0,15359.0,15219.0,14738.0,14514.0
